,referralId,reasons.count,reasons.items,venue.id,venue.name,venue.location.address,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,venue.location.distance,venue.location.postalCode,venue.location.cc,venue.location.city,venue.location.state,venue.location.country,venue.location.formattedAddress,venue.categories,venue.photos.count,venue.photos.groups,venue.location.crossStreet,venue.delivery.id,venue.delivery.url,venue.delivery.provider.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.icon.name,venue.location.neighborhood,venue.venuePage.id,Station,LINE
1,e-0-4cd231545845bfb7307fb30d-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4cd231545845bfb7307fb30d,Key Food,1905 Nostrand Ave,40.63993332786943,-73.95230557222158,"[{'label': 'display', 'lat': 40.63993332786943, 'lng': -73.95230557222158}]",338,11226,US,Brooklyn,NY,United States,"['1905 Nostrand Ave (btw Newkirk & Foster)', 'Brooklyn, NY 11226', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btw Newkirk & Foster,,,,,,,,,Newkirk Ave,B-Q
2,e-0-4ec40bfb4901dfe99c166a53-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ec40bfb4901dfe99c166a53,Fine Foods Supermarket,"Nostrand Avenue, Brooklyn, NY 11216",40.640947611674456,-73.94834972264611,"[{'label': 'display', 'lat': 40.640947611674456, 'lng': -73.94834972264611}]",106,,US,,New York,United States,"['Nostrand Avenue, Brooklyn, NY 11216', 'New York', 'United States']","[{'id': '4d954b0ea243a5684a65b473', 'name': 'Convenience Store', 'pluralName': 'Convenience Stores', 'shortName': 'Convenience Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/conveniencestore_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Newkirk Ave,B-Q
3,e-0-4f553d1ae4b0cefa0ab5cd6f-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4f553d1ae4b0cefa0ab5cd6f,KC Supermarket & Deli,2607 Bedford Ave,40.63992838417568,-73.9523253092032,"[{'label': 'display', 'lat': 40.63992838417568, 'lng': -73.9523253092032}]",340,11226,US,Brooklyn,NY,United States,"['2607 Bedford Ave (Newkirk)', 'Brooklyn, NY 11226', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],Newkirk,1733754,https://www.seamless.com/menu/kc-supermarket--deli-2607-bedford-ave-brooklyn/1733754?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=1733754,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Newkirk Ave,B-Q
0,e-0-4bc7de8814d79521424d68e9-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bc7de8814d79521424d68e9,Parkside Supermarket & Deli,184 Parkside Ave,40.655131036444544,-73.96151251499906,"[{'label': 'display', 'lat': 40.655131036444544, 'lng': -73.96151251499906}, {'label': 'entrance', 'lat': 40.654889, 'lng': -73.961485}]",8,11226,US,Brooklyn,NY,United States,"['184 Parkside Ave', 'Brooklyn, NY 11226', 'United States']","[{'id': '4bf58dd8d48988d1ff941735', 'name': 'Miscellaneous Shop', 'pluralName': 'Miscellaneous Shops', 'shortName': 'Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Parkside Ave,Q
1,e-0-4c75b6ed2db5236ad0efbd79-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c75b6ed2db5236ad0efbd79,Key Food,786 Flatbush Ave,40.65342446200625,-73.95951031510299,"[{'label': 'display', 'lat': 40.65342446200625, 'lng': -73.95951031510299}, {'label': 'entrance', 'lat': 40.653634, 'lng': -73.959614}]",246,11226,US,Brooklyn,NY,United States,"['786 Flatbush Ave (at Lenox Rd)', 'Brooklyn, NY 11226', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Lenox Rd,,,,,,,,,Parkside Ave,Q
2,e-0-4c65dae9f909ef3ba556c78f-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c65dae9f909ef3ba556c78f,Ideal Food Basket,2036 Bedford Ave,40.65482492686654,-73.95626463960079,"[{'label': 'display', 'lat': 40.65482492686654, 'lng': -73.95626463960079}, {'label': 'entrance', 'lat': 40.65482, 'lng': -73.95642}]",439,11226,US,Brooklyn,NY,United States,"['2036 Bedford Ave (Clarkson Ave.)', 'Brooklyn, NY 11226', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Clarkson Ave.,,,,,,,,39021789,Parkside Ave,Q
3,e-0-4be4771f2468c928a0d0fe42-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4be4771f2468c928a0d0fe42,Associated Supermarket,650 Flatbush Ave,40.65746146631682,-73.96030678090989,"[{'label': 'display', 'lat': 40.65746146631682, 'lng': -73.96030678090989}]",282,11225,US,Brooklyn,NY,United States,"['650 Flatbush Ave', 'Brooklyn, NY 11225', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Parkside Ave,Q
4,e-0-4be71422cf200f47b53d153c-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4be71422cf200f47b53d153c,Pioneer Supermarkets,199 Parkside Ave,40.65526031213545,-73.96117402968845,"[{'label': 'display', 'lat': 40.65526031213545, 'lng': -73.96117402968845}]",31,11226,US,Brooklyn,NY,United States,"['199 Parkside Ave (at Ocean Ave)', 'Brooklyn, NY 11226', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Ocean Ave,,,,,,,,,Parkside Ave,Q
5,e-0-4d2fce3e10e9b1f73250b5f1-5,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d2fce3e10e9b1f73250b5f1,Noor Pharmacy,2036 Bedford Ave,40.654668,-73.95665799999999,"[{'label': 'display', 'lat': 40.654668, 'lng': -73.95665799999999}]",407,11226,US,Brooklyn,NY,United States,"['2036 Bedford Ave (Clarkson Ave.)', 'Brooklyn, NY 11226', 'United States']","[{'id': '4bf58dd8d48988d10f951735', 'name': 'Pharmacy', 'pluralName': 'Pharmacies', 'shortName': 'Pharmacy', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_', 'suffix': '.png'}, 'primary': True}]",0,[],Clarkson Ave.,,,,,,,,,Parkside Ave,Q
0,e-0-4ae32d83f964a520539121e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ae32d83f964a520539121e3,Foodtown,632 Vanderbilt Ave,40.677299,-73.9715267,"[{'label': 'display', 'lat': 40.677299, 'lng': -73.9715267}, {'label': 'entrance', 'lat': 40.677251, 'lng': -73.969202}]",228,11238,US,Brooklyn,NY,United States,"['632 Vanderbilt Ave (btw Park Pl & Prospect Pl)', 'Brooklyn, NY 11238', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btw Park Pl & Prospect Pl,,,,,,,,,Grand Army Plaza,2-3-4
1,e-0-4b4bd275f964a520d1a826e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b4bd275f964a520d1a826e3,7th Ave Gourmet,75 7th Ave,40.67497636656824,-73.97511755339667,"[{'label': 'display', 'lat': 40.67497636656824, 'lng': -73.97511755339667}, {'label': 'entrance', 'lat': 40.674939, 'lng': -73.974993}]",353,11217,US,Brooklyn,NY,United States,"['75 7th Ave (at Berkeley Pl.)', 'Brooklyn, NY 11217', 'United States']","[{'id': '4bf58dd8d48988d1f5941735', 'name': 'Gourmet Shop', 'pluralName': 'Gourmet Shops', 'shortName': 'Gourmet', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_gourmet_', 'suffix': '.png'}, 'primary': True}]",0,[],at Berkeley Pl.,529970,https://www.seamless.com/menu/7th-avenue-gourmet-75-7th-ave-brooklyn/529970?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=529970,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Grand Army Plaza,2-3-4
2,e-0-4ad0daa6f964a52070da20e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ad0daa6f964a52070da20e3,Key Food,369 Flatbush Ave,40.67666686704786,-73.97208653994433,"[{'label': 'display', 'lat': 40.67666686704786, 'lng': -73.97208653994433}, {'label': 'entrance', 'lat': 40.676641, 'lng': -73.971867}]",180,11238,US,Brooklyn,NY,United States,"['369 Flatbush Ave (Sterling Pl)', 'Brooklyn, NY 11238', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Sterling Pl,,,,,,,,,Grand Army Plaza,2-3-4
0,e-0-57899e45498e6cad27ea2369-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",57899e45498e6cad27ea2369,Mr. Mango,61 Lafayette Ave,40.68710060748026,-73.97611235818754,"[{'label': 'display', 'lat': 40.68710060748026, 'lng': -73.97611235818754}]",445,11217,US,New York,NY,United States,"['61 Lafayette Ave (btwn S Elliot Pl & Ft Green Pl)', 'New York, NY 11217', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn S Elliot Pl & Ft Green Pl,,,,,,,Fort Greene,,Atlantic Av - Barclay's Center,2-3-4-5
1,e-0-4ae3e13bf964a520729921e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ae3e13bf964a520729921e3,Key Food,120 5th Ave,40.679178892633324,-73.97864308257101,"[{'label': 'display', 'lat': 40.679178892633324, 'lng': -73.97864308257101}]",499,11217,US,Brooklyn,NY,United States,"['120 5th Ave (btwn Baltic & Butler St.)', 'Brooklyn, NY 11217', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Baltic & Butler St.,,,,,,,,,Atlantic Av - Barclay's Center,2-3-4-5
2,e-0-5621bd2f498ed5d030bcf2e8-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5621bd2f498ed5d030bcf2e8,Stop & Shop,625 Atlantic Ave,40.6839239,-73.9757383,"[{'label': 'display', 'lat': 40.6839239, 'lng': -73.9757383}]",260,11217,US,Brooklyn,NY,United States,"['625 Atlantic Ave (Flatbush Ave)', 'Brooklyn, NY 11217', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Flatbush Ave,,,,,,,,,Atlantic Av - Barclay's Center,2-3-4-5
0,e-0-4e4459e32271bdbcf6734c6e-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e4459e32271bdbcf6734c6e,Associated,Livonia,40.66427177459978,-73.9077451930235,"[{'label': 'display', 'lat': 40.66427177459978, 'lng': -73.9077451930235}]",210,11212,US,Brooklyn,NY,United States,"['Livonia (Watkins)', 'Brooklyn, NY 11212', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Watkins,,,,,,,,,Rockaway Ave,A-C
0,e-0-4c43890cfb6eb713c1304e4a-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c43890cfb6eb713c1304e4a,55 Fulton Market,55 Fulton St,40.70867762344115,-74.0049052224622,"[{'label': 'display', 'lat': 40.70867762344115, 'lng': -74.0049052224622}]",431,10038,US,New York,NY,United States,"['55 Fulton St', 'New York, NY 10038', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Fulton St,G
1,e-0-589fa21e06f1a341b56346f3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",589fa21e06f1a341b56346f3,La Pasticceria di Eataly Downtown,,40.70988976935566,-74.01159770226452,"[{'label': 'display', 'lat': 40.70988976935566, 'lng': -74.01159770226452}]",184,10007,US,New York,NY,United States,"['New York, NY 10007', 'United States']","[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,Financial District,,Fulton St,G
2,e-0-4a242d0ff964a520fd7d1fe3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a242d0ff964a520fd7d1fe3,Zeytuna,59 Maiden Ln,40.7087261087899,-74.00746958107634,"[{'label': 'display', 'lat': 40.7087261087899, 'lng': -74.00746958107634}]",251,10038,US,New York,NY,United States,"['59 Maiden Ln (at William St)', 'New York, NY 10038', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at William St,,,,,,,,77537010,Fulton St,G
3,e-0-4b61faa6f964a520af2e2ae3-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b61faa6f964a520af2e2ae3,Champs Gourmet Deli,30 Broad St,40.706470210885726,-74.0115586671376,"[{'label': 'display', 'lat': 40.706470210885726, 'lng': -74.0115586671376}]",467,10004,US,New York,NY,United States,"['30 Broad St (Exchange Place)', 'New York, NY 10004', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],Exchange Place,102548,https://www.seamless.com/menu/champs-gourmet-deli-exchange-place-30-broad-st-new-york/102548?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=102548,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Fulton St,G
4,e-0-58ab3a6a53f5bb4b6b267ad1-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",58ab3a6a53f5bb4b6b267ad1,City Acres Market,70 Pine St,40.7062610487484,-74.0077295435263,"[{'label': 'display', 'lat': 40.7062610487484, 'lng': -74.0077295435263}]",481,10005,US,New York,NY,United States,"['70 Pine St', 'New York, NY 10005', 'United States']","[{'id': '4bf58dd8d48988d120951735', 'name': 'Food Court', 'pluralName': 'Food Courts', 'shortName': 'Food Court', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Fulton St,G
5,e-0-59626c9fc9a5176d67447feb-5,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",59626c9fc9a5176d67447feb,JuiceBrothers,70 Pine St,40.7063638,-74.0072938,"[{'label': 'display', 'lat': 40.7063638, 'lng': -74.0072938}]",483,10005,US,New York,NY,United States,"['70 Pine St', 'New York, NY 10005', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Fulton St,G
6,e-0-4df9ef0d8877b30c398631f9-6,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4df9ef0d8877b30c398631f9,Gristedes Supermarkets,90 Maiden Ln,40.707100671481285,-74.0073488443139,"[{'label': 'display', 'lat': 40.707100671481285, 'lng': -74.0073488443139}]",406,10038,US,New York,NY,United States,"['90 Maiden Ln (btwn Pearl & Gold St)', 'New York, NY 10038', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Pearl & Gold St,,,,,,,,,Fulton St,G
0,e-0-4ad15206f964a52004de20e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ad15206f964a52004de20e3,Key Food Market,995 Fulton St,40.68280252655891,-73.96331375399625,"[{'label': 'display', 'lat': 40.68280252655891, 'lng': -73.96331375399625}, {'label': 'entrance', 'lat': 40.682797, 'lng': -73.963076}]",219,11238,US,Brooklyn,NY,United States,"['995 Fulton St (at St. James Pl.)', 'Brooklyn, NY 11238', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at St. James Pl.,,,,,,,,,Clinton - Washington Aves,G
1,e-0-4c670ccee75ac928a875f9da-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c670ccee75ac928a875f9da,Met Food,991 Fulton St,40.682961999999996,-73.96316999999999,"[{'label': 'display', 'lat': 40.682961999999996, 'lng': -73.96316999999999}, {'label': 'entrance', 'lat': 40.682828, 'lng': -73.963221}]",227,11230,US,Brooklyn,NY,United States,"['991 Fulton St (e 3 street & 18 avenue)', 'Brooklyn, NY 11230', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],e 3 street & 18 avenue,,,,,,,,,Clinton - Washington Aves,G
2,e-0-528264c7498e50af64bde62d-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",528264c7498e50af64bde62d,Associated Supermarket,367 Waverly Ave,40.687059000000005,-73.966329,"[{'label': 'display', 'lat': 40.687059000000005, 'lng': -73.966329}]",424,11238,US,Brooklyn,NY,United States,"['367 Waverly Ave (Greene Ave)', 'Brooklyn, NY 11238', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Greene Ave,,,,,,,,,Clinton - Washington Aves,G
0,e-0-508accdbe4b0e1fc2a511c31-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",508accdbe4b0e1fc2a511c31,Morton Williams,140 W 57th St,40.76503854782786,-73.97887886592291,"[{'label': 'display', 'lat': 40.76503854782786, 'lng': -73.97887886592291}, {'label': 'entrance', 'lat': 40.764867, 'lng': -73.978863}]",330,10019,US,New York,NY,United States,"['140 W 57th St (6th and 7th Avenue)', 'New York, NY 10019', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],6th and 7th Avenue,,,,,,,,,7th Ave,B-Q
