,referralId,reasons.count,reasons.items,venue.id,venue.name,venue.location.address,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,venue.location.distance,venue.location.postalCode,venue.location.cc,venue.location.city,venue.location.state,venue.location.country,venue.location.formattedAddress,venue.categories,venue.photos.count,venue.photos.groups,venue.location.crossStreet,venue.delivery.id,venue.delivery.url,venue.delivery.provider.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.icon.name,venue.location.neighborhood,venue.venuePage.id,Station,LINE
2,e-0-4d2e4a4949bb721ef29d7d95-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d2e4a4949bb721ef29d7d95,Compare Supermarket,96-09 Liberty Ave,40.68072171187253,-73.8428079678237,"[{'label': 'display', 'lat': 40.68072171187253, 'lng': -73.8428079678237}]",446,11417,US,Ozone Park,NY,United States,"['96-09 Liberty Ave', 'Ozone Park, NY 11417', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,104th St,A-S
3,e-0-4c058471d3842d7f734cbe41-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c058471d3842d7f734cbe41,Keyfood Supermarket,102-02 101st Ave,40.685624068513924,-73.84055761626931,"[{'label': 'display', 'lat': 40.685624068513924, 'lng': -73.84055761626931}]",498,11416,US,Ozone Park,NY,United States,"['102-02 101st Ave', 'Ozone Park, NY 11416', 'United States']","[{'id': '4bf58dd8d48988d1f9941735', 'name': 'Food & Drink Shop', 'pluralName': 'Food & Drink Shops', 'shortName': 'Food & Drink', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/foodanddrink_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,104th St,A-S
0,e-0-5b256ab7270ee7002c17b0f8-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5b256ab7270ee7002c17b0f8,Big Bazaar Supermarket,,40.576442,-73.967943,"[{'label': 'display', 'lat': 40.576442, 'lng': -73.967943}]",49,11235,US,New York,NY,United States,"['New York, NY 11235', 'United States']","[{'id': '52dea92d3cf9994f4e043dbb', 'name': 'Discount Store', 'pluralName': 'Discount Stores', 'shortName': 'Discount Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/discountstore_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Ocean Pkwy,Q
0,e-0-4a74aadbf964a5201adf1fe3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a74aadbf964a5201adf1fe3,Foodcellar Market,4-85 47th Rd,40.74545488872482,-73.95651398063772,"[{'label': 'display', 'lat': 40.74545488872482, 'lng': -73.95651398063772}]",400,11101,US,Queens,NY,United States,"['4-85 47th Rd (btw 5th St & Center Blvd)', 'Long Island City, NY 11101', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btw 5th St & Center Blvd,,,,,,,Long Island City,72410500,Vernon Blvd - Jackson Ave,7-7 Express
0,e-0-57654c53498e4316b7cff34b-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",57654c53498e4316b7cff34b,Morton Williams,1066 3rd Ave,40.76429071134514,-73.96463434370557,"[{'label': 'display', 'lat': 40.76429071134514, 'lng': -73.96463434370557}]",433,,US,New York,NY,United States,"['1066 3rd Ave (W 65 St)', 'New York, NY', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],W 65 St,,,,,,,,,68th St - Hunter College,4-6-6 Express
1,e-0-5d0d7c5188e5ba00233d1ead-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5d0d7c5188e5ba00233d1ead,Morton Williams,Corner of 72nd & 3rd,40.76975,-73.960138,"[{'label': 'display', 'lat': 40.76975, 'lng': -73.960138}]",362,10021,US,New York,NY,United States,"['Corner of 72nd & 3rd (First Ave)', 'New York, NY 10021', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],First Ave,,,,,,,,,68th St - Hunter College,4-6-6 Express
0,e-0-563b4cd5cd109428eff611ab-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",563b4cd5cd109428eff611ab,Food Cellar & Co.,43-18 Crescent St,40.748097396600215,-73.94278401315896,"[{'label': 'display', 'lat': 40.748097396600215, 'lng': -73.94278401315896}]",358,11101,US,Long Island City,NY,United States,"['43-18 Crescent St (at 44th Rd)', 'Long Island City, NY 11101', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at 44th Rd,,,,,,,"Long Island City, Queens, NY",145168269,Queensboro Plz,7-7 Express-N-W
1,e-0-5c032b7f464d65002c616303-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5c032b7f464d65002c616303,Koufuku Mart,42-43 27th St,40.74900817871094,-73.94061279296875,"[{'label': 'display', 'lat': 40.74900817871094, 'lng': -73.94061279296875}]",185,11101,US,Long Island City,NY,United States,"['42-43 27th St (btwn 42nd Rd and 43rd Ave)', 'Long Island City, NY 11101', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn 42nd Rd and 43rd Ave,,,,,,,Long Island City,,Queensboro Plz,7-7 Express-N-W
0,e-0-4d2e4a4949bb721ef29d7d95-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d2e4a4949bb721ef29d7d95,Compare Supermarket,96-09 Liberty Ave,40.68072171187253,-73.8428079678237,"[{'label': 'display', 'lat': 40.68072171187253, 'lng': -73.8428079678237}]",94,11417,US,Ozone Park,NY,United States,"['96-09 Liberty Ave', 'Ozone Park, NY 11417', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Rockaway Blvd,A-S
0,e-0-43bba61df964a520eb2c1fe3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",43bba61df964a520eb2c1fe3,Whole Foods Market,4 Union Square South,40.73504451480305,-73.99110084279937,"[{'label': 'display', 'lat': 40.73504451480305, 'lng': -73.99110084279937}]",47,10003,US,New York,NY,United States,"['4 Union Square South (btwn Broadway & University Pl)', 'New York, NY 10003', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Broadway & University Pl,,,,,,,Union Square,,Union Sq - 14th St,4-5-6-6 Express
1,e-0-441a8599f964a52036311fe3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",441a8599f964a52036311fe3,Trader Joe's,142 E 14th St,40.73351486923294,-73.98772179803069,"[{'label': 'display', 'lat': 40.73351486923294, 'lng': -73.98772179803069}]",284,10003,US,New York,NY,United States,"['142 E 14th St (btwn Irving Pl & 3rd Ave)', 'New York, NY 10003', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Irving Pl & 3rd Ave,,,,,,,,,Union Sq - 14th St,4-5-6-6 Express
2,e-0-45b3d761f964a520b1411fe3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",45b3d761f964a520b1411fe3,Food Emporium,10 Union Sq E,40.73434079522086,-73.98953089995885,"[{'label': 'display', 'lat': 40.73434079522086, 'lng': -73.98953089995885}, {'label': 'entrance', 'lat': 40.734894, 'lng': -73.989806}]",106,10003,US,New York,NY,United States,"['10 Union Sq E (E 14th St)', 'New York, NY 10003', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],E 14th St,,,,,,,,,Union Sq - 14th St,4-5-6-6 Express
3,e-0-4b8d2319f964a520c8e932e3-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b8d2319f964a520c8e932e3,Gristedes Supermarkets,25 University Pl,40.731976756608574,-73.99455254997409,"[{'label': 'display', 'lat': 40.731976756608574, 'lng': -73.99455254997409}]",451,10003,US,New York,NY,United States,"['25 University Pl (btwn 8th & 9th St)', 'New York, NY 10003', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn 8th & 9th St,1007888,https://www.seamless.com/menu/gristedes-supermarket-82-25-university-pl-new-york/1007888?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=1007888,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Union Sq - 14th St,4-5-6-6 Express
0,e-0-4ee9ea0b93ad7b2e9e2710e8-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ee9ea0b93ad7b2e9e2710e8,Greenfresh supermarket,,40.69089239327667,-73.95575441021364,"[{'label': 'display', 'lat': 40.69089239327667, 'lng': -73.95575441021364}]",235,11205,US,Brooklyn,NY,United States,"['DeKalb & Bedford', 'Brooklyn, NY 11205', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],DeKalb & Bedford,,,,,,,,,Bedford - Nostrand Aves,G
1,e-0-4eff4d2630f8992331c5bc66-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4eff4d2630f8992331c5bc66,Metropolitan City Market,1142 Bedford Ave,40.6852187,-73.95459679999999,"[{'label': 'display', 'lat': 40.6852187, 'lng': -73.95459679999999}]",499,11216,US,Brooklyn,NY,United States,"['1142 Bedford Ave (4th Ave between 93rd st and 94th st)', 'Brooklyn, NY 11216', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],4th Ave between 93rd st and 94th st,,,,,,,,33611805,Bedford - Nostrand Aves,G
2,e-0-4d41f0aefe6ab60c30294739-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d41f0aefe6ab60c30294739,NQ Supermarket,331 Nostrand Ave,40.687084999999996,-73.95065100000001,"[{'label': 'display', 'lat': 40.687084999999996, 'lng': -73.95065100000001}, {'label': 'entrance', 'lat': 40.687069, 'lng': -73.950782}]",372,11216,US,Brooklyn,NY,United States,"['331 Nostrand Ave', 'Brooklyn, NY 11216', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Bedford - Nostrand Aves,G
0,e-0-4b005ecbf964a520673d22e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b005ecbf964a520673d22e3,Royal Supermarket,1419 8th Ave,40.662156,-73.982099,"[{'label': 'display', 'lat': 40.662156, 'lng': -73.982099}, {'label': 'entrance', 'lat': 40.662248, 'lng': -73.98197}]",309,11215,US,Brooklyn,NY,United States,"['1419 8th Ave (15th St)', 'Brooklyn, NY 11215', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],15th St,,,,,,,,,15th St - Prospect Park,F-G
1,e-0-4ac76d3ef964a5202bb720e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ac76d3ef964a5202bb720e3,Doleh Supermarket,1689 8th Ave,40.65958,-73.984204,"[{'label': 'display', 'lat': 40.65958, 'lng': -73.984204}, {'label': 'entrance', 'lat': 40.659624, 'lng': -73.984277}]",380,11215,US,Brooklyn,NY,United States,"['1689 8th Ave (17th Street)', 'Brooklyn, NY 11215', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],17th Street,,,,,,,,,15th St - Prospect Park,F-G
0,e-0-508accdbe4b0e1fc2a511c31-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",508accdbe4b0e1fc2a511c31,Morton Williams,140 W 57th St,40.76503854782786,-73.97887886592291,"[{'label': 'display', 'lat': 40.76503854782786, 'lng': -73.97887886592291}, {'label': 'entrance', 'lat': 40.764867, 'lng': -73.978863}]",330,10019,US,New York,NY,United States,"['140 W 57th St (6th and 7th Avenue)', 'New York, NY 10019', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],6th and 7th Avenue,,,,,,,,,7th Ave,F-G
1,e-0-4ab6b528f964a520aa7820e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ab6b528f964a520aa7820e3,Westerly Natural Market,911 8th Avenue,40.7650276,-73.98444049999999,"[{'label': 'display', 'lat': 40.7650276, 'lng': -73.98444049999999}]",325,10019,US,New York,NY,United States,"['911 8th Avenue (at 54th St)', 'New York, NY 10019', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at 54th St,,,,,,,Hell's Kitchen,65891610,7th Ave,F-G
2,e-0-4a9bc3d7f964a5202e3520e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a9bc3d7f964a5202e3520e3,Food Emporium,810 8th Ave,40.76181080975905,-73.98641078199923,"[{'label': 'display', 'lat': 40.76181080975905, 'lng': -73.98641078199923}, {'label': 'entrance', 'lat': 40.761821, 'lng': -73.986216}]",417,10019,US,New York,NY,United States,"['810 8th Ave (at W 49th St)', 'New York, NY 10019', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at W 49th St,,,,,,,Theater District,,7th Ave,F-G
3,e-0-5eb6f55b27f6fb000872c691-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5eb6f55b27f6fb000872c691,Free Delivery Grocery Manhattan,5 Columbus Circle,40.766773,-73.981461,"[{'label': 'display', 'lat': 40.766773, 'lng': -73.981461}]",423,10019,US,New York,NY,United States,"['5 Columbus Circle', 'New York, NY 10019', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,584993087,7th Ave,F-G
4,e-0-4b4a62fdf964a5201d8626e3-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b4a62fdf964a5201d8626e3,Gristedes Supermarkets,907 8th Ave,40.764681986125474,-73.9842943124982,"[{'label': 'display', 'lat': 40.764681986125474, 'lng': -73.9842943124982}]",290,10019,US,New York,NY,United States,"['907 8th Ave (at 54th Street)', 'New York, NY 10019', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at 54th Street,,,,,,,,,7th Ave,F-G
0,e-0-52c1db5c11d25316c6cec0d0-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",52c1db5c11d25316c6cec0d0,Shop Fair Supermarket,2720 Church Ave,40.650351,-73.951704,"[{'label': 'display', 'lat': 40.650351, 'lng': -73.951704}, {'label': 'entrance', 'lat': 40.650606, 'lng': -73.951729}]",198,11226,US,Brooklyn,NY,United States,"['2720 Church Ave (at Lloyd St.)', 'Brooklyn, NY 11226', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Lloyd St.,,,,,,,,,Church Ave,F-G
1,e-0-4df6b059887712d325ce1553-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4df6b059887712d325ce1553,Associated Supermarkets,2720 Church Ave,40.65053939819336,-73.95172882080078,"[{'label': 'display', 'lat': 40.65053939819336, 'lng': -73.95172882080078}]",195,11226,US,Brooklyn,NY,United States,"['2720 Church Ave', 'Brooklyn, NY 11226', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Church Ave,F-G
2,e-0-51c6fb21498e5d27221c79c0-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",51c6fb21498e5d27221c79c0,masters supermarket,,40.6507901898291,-73.94915698180189,"[{'label': 'display', 'lat': 40.6507901898291, 'lng': -73.94915698180189}]",26,,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Church Ave,F-G
3,e-0-57097c24498e0564440c131e-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",57097c24498e0564440c131e,MK Supermarket Master Food Inc.,3008 Church Ave,40.650718688964844,-73.94912719726562,"[{'label': 'entrance', 'lat': 40.65073, 'lng': -73.949164}, {'label': 'display', 'lat': 40.650718688964844, 'lng': -73.94912719726562}]",31,11226,US,Brooklyn,NY,United States,"['3008 Church Ave (Church Avenue and Nostrand Avenue)', 'Brooklyn, NY 11226', 'United States']","[{'id': '50be8ee891d4fa8dcc7199a7', 'name': 'Market', 'pluralName': 'Markets', 'shortName': 'Market', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/market_', 'suffix': '.png'}, 'primary': True}]",0,[],Church Avenue and Nostrand Avenue,,,,,,,,,Church Ave,F-G
0,e-0-51619657e4b0a489f05707d4-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",51619657e4b0a489f05707d4,NSA Supermarket,,40.64738,-73.943727,"[{'label': 'display', 'lat': 40.64738, 'lng': -73.943727}]",500,,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Beverly Rd,Q
1,e-0-4ec40bfb4901dfe99c166a53-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ec40bfb4901dfe99c166a53,Fine Foods Supermarket,"Nostrand Avenue, Brooklyn, NY 11216",40.640947611674456,-73.94834972264611,"[{'label': 'display', 'lat': 40.640947611674456, 'lng': -73.94834972264611}]",466,,US,,New York,United States,"['Nostrand Avenue, Brooklyn, NY 11216', 'New York', 'United States']","[{'id': '4d954b0ea243a5684a65b473', 'name': 'Convenience Store', 'pluralName': 'Convenience Stores', 'shortName': 'Convenience Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/conveniencestore_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Beverly Rd,Q
0,e-0-52c1db5c11d25316c6cec0d0-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",52c1db5c11d25316c6cec0d0,Shop Fair Supermarket,2720 Church Ave,40.650351,-73.951704,"[{'label': 'display', 'lat': 40.650351, 'lng': -73.951704}, {'label': 'entrance', 'lat': 40.650606, 'lng': -73.951729}]",198,11226,US,Brooklyn,NY,United States,"['2720 Church Ave (at Lloyd St.)', 'Brooklyn, NY 11226', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Lloyd St.,,,,,,,,,Church Ave,B-Q
1,e-0-4df6b059887712d325ce1553-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4df6b059887712d325ce1553,Associated Supermarkets,2720 Church Ave,40.65053939819336,-73.95172882080078,"[{'label': 'display', 'lat': 40.65053939819336, 'lng': -73.95172882080078}]",195,11226,US,Brooklyn,NY,United States,"['2720 Church Ave', 'Brooklyn, NY 11226', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Church Ave,B-Q
2,e-0-51c6fb21498e5d27221c79c0-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",51c6fb21498e5d27221c79c0,masters supermarket,,40.6507901898291,-73.94915698180189,"[{'label': 'display', 'lat': 40.6507901898291, 'lng': -73.94915698180189}]",26,,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Church Ave,B-Q
3,e-0-57097c24498e0564440c131e-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",57097c24498e0564440c131e,MK Supermarket Master Food Inc.,3008 Church Ave,40.650718688964844,-73.94912719726562,"[{'label': 'entrance', 'lat': 40.65073, 'lng': -73.949164}, {'label': 'display', 'lat': 40.650718688964844, 'lng': -73.94912719726562}]",31,11226,US,Brooklyn,NY,United States,"['3008 Church Ave (Church Avenue and Nostrand Avenue)', 'Brooklyn, NY 11226', 'United States']","[{'id': '50be8ee891d4fa8dcc7199a7', 'name': 'Market', 'pluralName': 'Markets', 'shortName': 'Market', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/market_', 'suffix': '.png'}, 'primary': True}]",0,[],Church Avenue and Nostrand Avenue,,,,,,,,,Church Ave,B-Q
0,e-0-4c2a57cc355cef3badfccc56-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c2a57cc355cef3badfccc56,CTown Supermarkets,1188 Flatbush Ave,40.63975363665014,-73.95251005723937,"[{'label': 'display', 'lat': 40.63975363665014, 'lng': -73.95251005723937}]",356,11226,US,Brooklyn,NY,United States,"['1188 Flatbush Ave (Ditmas Ave)', 'Brooklyn, NY 11226', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Ditmas Ave,,,,,,,Flatbush,,Newkirk Ave,B-Q
